Judul,Lokasi,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Lokasi_Clean,Deskripsi_Clean,Keywords_Clean
"Rumah Mewah Jl. Solo Dekat Atmajaya, Babarsari, Seturan, Upn","Depok, Sleman",13000000000.0,4.0,3.0,1,14400.0,20000.0,0.012978432677821545,0.0379746835443038,0.010638297872340424,0.0,0.0041140011754289075,0.017093177002715388,rumah mewah jl solo dekat atmajaya babarsari tur upn,depok sleman,rumah mewah rumah maguwoharjo depok sleman yogyakarta dekat transmart jl laksda adisucipto,rumah dekat akses transportasi dekat pusat belanja dekat sekolah
"Rumah Jl Gito Gati Dekat Jl Magelang, Palagan, Jombor, Ugm, Uty","Sleman, Sleman",850000000.0,2.0,1.0,1,10500.0,5000.0,0.0008158443989529163,0.012658227848101266,0.0,0.0,0.002999715142775755,0.004272653224489936,rumah jl gito gati dekat jl magelang palagan jombor ugm uty,sleman sleman,rumah rumah griya taman asri jl gito gati pandowoharjo sleman yogyakarta dekat jl,rumah dekat sekolah dekat tempat ibadah dekat landmark
"Rumah Jl Kaliurang Km 9,5 Dekat Jl Damai, Sch, Hyatt, Ugm Jogja","Ngaglik, Sleman",12000000000.0,3.0,2.0,1,26200.0,10000.0,0.011977396605486678,0.025316455696202535,0.005319148936170213,0.0,0.0074854307101230606,0.008546161150565086,rumah jl kaliurang km 9 5 dekat jl damai sch hyatt ugm jogja,ngaglik sleman,rumah jalan kaliurang km 9 5 sardonoharjo ngaglik sleman yogyakarta dekat jl damai jl kapten,rumah dekat sekolah dekat landmark
Rumah Milenial Tahap Finishing 800 Jtan di Jl Raya Godean Km 7,"Jetis, Yogyakarta",815000000.0,3.0,2.0,1,110.0,75.0,0.000780808136421196,0.025316455696202535,0.005319148936170213,0.0,3.114286604081887e-05,6.324791730591223e-05,rumah milenial tahap finishing 800 jtan jl raya godean km 7,jetis yogyakarta,sedang cari rumah desain modern nyaman ini pilih tepat anda,rumah dekat sekolah dekat fasilitas sehat dekat landmark
Rumah Mewahtahap Finishing 900 Jtan di Jl Raya Purwomartani,"Caturtunggal, Sleman",950000000.0,3.0,2.0,1,145.0,85.0,0.0009159480061864029,0.025316455696202535,0.005319148936170213,0.0,4.1142868897962546e-05,7.179493315806252e-05,rumah mewahtahap finishing 900 jtan jl raya purwomartani,caturtunggal sleman,sempat langka rumah mewah siap huni sambiroto purwomartani sleman lingkung yang,rumah siap huni dekat pusat belanja dekat sekolah
Rumah Murah Bisa Dp Fleksibel Unit Joglo Etnik di Dekat Jogja,"Prambanan, Sleman",275000000.0,2.0,1.0,1,70.0,36.0,0.000240248657360368,0.012658227848101266,0.0,0.0,1.9714291346940386e-05,2.991455548252605e-05,rumah murah dp fleksibel unit joglo etnik dekat jogja,prambanan sleman,rumah murah dp fleksibel unit joglo etnik dekat jogja lokasi strategis 3 menit jl,rumah dekat akses transportasi dekat sekolah dekat tempat ibadah
Rumah Cantik Di Kalasan Hanya 3 Menit Ke Candi Prambanan,"Kalasan, Sleman",350000000.0,2.0,1.0,1,80.0,30.0,0.00031532636278548297,0.012658227848101266,0.0,0.0,2.2571435020410005e-05,2.4786345971235875e-05,rumah cantik kalas 3 menit candi prambanan,kalas sleman,rumah cantik kalas 3 menit candi prambanan lokasi tamanmartani kec kalas kabupaten,rumah dekat akses transportasi dekat pusat belanja dekat sekolah
Rumah Baru Siap Huni Akses Mobil Simpangan Konsep Modern Tropical Area Dekat Kampus Uii Jakal,"Ngemplak, Sleman",109000000000.0,4.0,3.0,2,123.0,130.0,0.10907789562196873,0.0379746835443038,0.010638297872340424,0.05263157894736842,3.4857152816329376e-05,0.00011025650449273888,rumah baru siap huni akses mobil simpang konsep modern tropical area dekat kampus uii jakal,ngemplak sleman,rumah hook murah lokasi dekat pasar jangkang jalan kaliurang km 13 spesifikasi bangun 2 lantai,rumah siap huni dekat sekolah dekat landmark
Rumah Cantik Dekat Dengan Kampus Mercubuana Di Bantul,"Sedayu, Bantul",275000000.0,2.0,1.0,1,70.0,36.0,0.000240248657360368,0.012658227848101266,0.0,0.0,1.9714291346940386e-05,2.991455548252605e-05,rumah cantik dekat kampus mercubuana bantul,dayu bantul,rumah cantik dekat kampus mercubuana bantul ada kawasan kembang lokasi,rumah dekat sekolah dekat fasilitas sehat
Dijual Rumah Baru Dilokasi Nyaman Dan Bersih Sleman,"Sleman, Sleman",490000000.0,2.0,1.0,1,92.0,36.0,0.0004554714129123643,0.012658227848101266,0.0,0.0,2.6000007428573553e-05,2.991455548252605e-05,jual rumah baru lokasi nyaman bersih sleman,sleman sleman,jual rumah baru lokasi nyaman bersih sleman wujutkan huni baru lokasi strategis dengan,rumah dekat tempat ibadah
Rumah 2 Kamar Siap Huni Utara Kampus Uny Wates,"Pengasih, Kulon Progo",450000000.0,2.0,1.0,1,83.0,51.0,0.00041542997001896964,0.012658227848101266,0.0,0.0,2.3428578122450892e-05,4.27350792607515e-05,rumah 2 kamar siap huni utara kampus uny wates,asih kulon progo,rumah ada asih kulon progo dekat uny kampus wates bandara yia siap huni cocok,rumah siap huni dekat akses transportasi dekat pusat belanja
Rumah Terjangkau Suasana Homey Di Tempel Sleman Harga 400JTan,"Mlati, Sleman",463000000.0,2.0,1.0,1,92.0,36.0,0.0004284434389593229,0.012658227848101266,0.0,0.0,2.6000007428573553e-05,2.991455548252605e-05,rumah jangkau suasana homey tempel sleman harga 400jtan,mlati sleman,rumah jangkau suasana homey tempel sleman harga 400jtan alamat kemloko margorejo kec tempel,rumah dekat sekolah
"Rumah Siap Bangun Free Desain di Klaten Selatan,klaten","Ngaglik, Sleman",318000000.0,2.0,1.0,1,80.0,36.0,0.00028329320847076723,0.012658227848101266,0.0,0.0,2.2571435020410005e-05,2.991455548252605e-05,rumah siap bangun free desain klaten selatan klaten,ngaglik sleman,rumah premium kota klaten free design kavling siap bangun lokasi strategis harga,rumah dekat sekolah
Perumahan Mewah Di Sleman Hanya 200 Jutaan Saja,"Seyegan, Sleman",299000000.0,2.0,1.0,1,60.0,30.0,0.00026427352309640477,0.012658227848101266,0.0,0.0,1.6857147673470764e-05,2.4786345971235875e-05,rumah mewah sleman 200 juta,seyegan sleman,rumah mewah sleman 200 juta pi taman asri lokasi seyegan sleman yogyakarta,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat
Rumah Murah 2 Lantai Dekat Candi Prambanan,"Prambanan, Sleman",480000000.0,3.0,1.0,1,60.0,62.0,0.0004454610521890156,0.025316455696202535,0.0,0.0,1.6857147673470764e-05,5.213679669811684e-05,rumah murah 2 lantai dekat candi prambanan,prambanan sleman,rumah murah 2 lantai dekat candi prambanan adi rumah 2 lantai dalam rumah dekat candi prambanan,rumah dekat akses transportasi dekat pusat belanja dekat tempat ibadah
Rumah Cantik Minimalis Murah SHM Siap Huni Jl Wates Yogyakarta,"Sedayu, Bantul",460000000.0,2.0,1.0,1,83.0,45.0,0.0004254403307423183,0.012658227848101266,0.0,0.0,2.3428578122450892e-05,3.760686974946133e-05,rumah cantik minimal murah shm siap huni jl wates yogyakarta,dayu bantul,rumah cantik minimal murah jl wates argomulyo yogyakarta harga promo ramadhan laku 12 maret,rumah siap huni dekat sekolah dekat fasilitas sehat
Rumah Perumahan Dekat Bandara Yia Sedayu Yogyakarta,"Sedayu, Bantul",12000000000.0,3.0,3.0,2,101.0,1012.0,0.011977396605486678,0.025316455696202535,0.010638297872340424,0.05263157894736842,2.857143673469621e-05,0.0008641033026523954,rumah rumah dekat bandara yia dayu yogyakarta,dayu bantul,buah rumah baru letak tepat tepi jalan wates km 10 buah lokasi kembang jogja,rumah dekat akses transportasi dekat pusat belanja dekat sekolah
Rumah Baru Di Ngaglik Dekat Kampus 2 Respati Yogyakarta,"Ngemplak, Sleman",164000000000.0,3.0,2.0,2,111.0,90.0,0.16413487960038642,0.025316455696202535,0.005319148936170213,0.05263157894736842,3.142858040816583e-05,7.606844108413768e-05,rumah baru ngaglik dekat kampus 2 respati yogyakarta,ngemplak sleman,rumah baru ngaglik dekat kampus 2 respati yogyakarta lokasi ngemplak sleman yogyakarta hubung,rumah dekat sekolah dekat fasilitas sehat
Rumah 3 Kamar Dengan Mezzanine Dekat Uny Kampus Wates,"Pengasih, Kulon Progo",897000000.0,3.0,2.0,1,131.0,132.0,0.000862893094352655,0.025316455696202535,0.005319148936170213,0.0,3.7142867755105074e-05,0.00011196590766316894,rumah 3 kamar mezzanine dekat uny kampus wates,asih kulon progo,rumah ada asih kulon progo dekat uny kampus wates bandara yia siap huni cocok,rumah siap huni dekat akses transportasi dekat pusat belanja
Villa Dengan Privat Pool Area Gamping Dekat Kekota Jogja Bagus Untuk Investasi,"Gamping, Sleman",425000000000.0,4.0,4.0,3,319.0,236.0,0.4254052944797866,0.0379746835443038,0.015957446808510637,0.10526315789473684,9.085716881633395e-05,0.00020085487252553206,villa privat pool area gamping dekat kota jogja bagus investasi,gamping sleman,jual marades tropical villa jogja legalitas shm imb 2 lantai luas tanah 319 m2 luas bngunan,rumah dekat sekolah
Rumah Mewah Minimalis Modern Full Furnish Dekat Uii,"Ngaglik, Sleman",14000000000.0,3.0,2.0,2,108.0,130.0,0.013979468750156411,0.025316455696202535,0.005319148936170213,0.05263157894736842,3.057143730612494e-05,0.00011025650449273888,rumah mewah minimal modern full furnish dekat uii,ngaglik sleman,rumah mewah minimal modern full furnish dekat uii lokasi sardonoharjo kec ngaglik kabupaten,rumah full furnished siap huni dekat sekolah
"Dijual Rumah 2 Lantai, Cluster Elite, Siap Huni, Dekat Bandara Adi Sucipto Yogyakarta","Maguwoharjo, Yogyakarta",23000000000.0,3.0,2.0,1,144.0,73.0,0.022988793401170212,0.025316455696202535,0.005319148936170213,0.0,4.0857154530615584e-05,6.153851413548217e-05,jual rumah 2 lantai cluster elite siap huni dekat bandara adi sucipto yogyakarta,maguwoharjo yogyakarta,jual rumah 2 lantai cluster elite siap huni dekat bandara adi sucipto yogyakarta lokasi jl,rumah siap huni dekat akses transportasi
"Dijual Rumah 1 Lantai, Hook, Strategis, Papasan Mobil, Dekat Xt Square di Kodya Yogyakarta","Umbulharjo, Yogyakarta",85000000000.0,5.0,4.0,1,655.0,518.0,0.08505302988593194,0.05063291139240507,0.015957446808510637,0.0,0.00018685719624491324,0.0004418807195561705,jual rumah 1 lantai hook strategis papas mobil dekat xt square kodya yogyakarta,umbulharjo yogyakarta,jual rumah 1 lantai hook strategis papas mobil dekat xt square kodya yogyakarta lokasi,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat
Rumah Kost Jogja Kampus Uii Lt 1927 M Lb 1069 M 37 Kamar Ruko SHM,"Ngemplak, Sleman",9000000000.0,37.0,35.0,4,1927.0,1069.0,0.008974288388482079,0.45569620253164556,0.18085106382978722,0.15789473684210525,0.000550285871510249,0.0009128212930096521,rumah kost jogja kampus uii lt 1927 m lb 1069 m 37 kamar ruko shm,ngemplak sleman,kost 37 kamar ruko rumah induk sisa lahan luas 640 100 m utara kampus uii padu kost,rumah dekat sekolah
Rumah Klasik Di Sleman Yogyakarta Termurah Di Kelasnya,"Depok, Sleman",165000000000.0,3.0,3.0,2,130.0,150.0,0.1651359156727213,0.025316455696202535,0.010638297872340424,0.05263157894736842,3.685715338775811e-05,0.0001273505361970395,rumah klasik sleman yogyakarta murah kelas,depok sleman,temporer desain biasa nih ikan desain clasicc sahabat property lokasi,rumah dekat sekolah dekat fasilitas sehat
Rumah Cantik Harga Murah Dalam Perumahan Di Taraman Ngaglik Sleman Dekat Pasar Gentan,"Ngaglik, Sleman",575000000.0,2.0,1.0,1,73.0,73.0,0.0005405594790608279,0.012658227848101266,0.0,0.0,2.0571434448981273e-05,6.153851413548217e-05,rumah cantik harga murah rumah taram ngaglik sleman dekat pasar gentan,ngaglik sleman,rumah cantik murah rumah taram ngaglik sleman dekat pasar gentan harga 575 juta,rumah dekat pusat belanja dekat sekolah
"Rumah 2 Lantai, Dekat Polda Diy Di Maguwo, Sleman","Depok, Sleman",179000000000.0,4.0,3.0,2,119.0,160.0,0.1791504206854094,0.0379746835443038,0.010638297872340424,0.05263157894736842,3.371429534694153e-05,0.00013589755204918979,rumah 2 lantai dekat polda diy maguwo sleman,depok sleman,rumah 2 lantai dekat polda diy maguwo sleman jual rumah 2 unit proses bangun bangun 2,rumah dekat akses transportasi dekat pusat belanja dekat sekolah
"Rumah Mewah 2 Lantai Di Ngaglik, Dekat Kampus Ugm","Ngaglik, Sleman",185000000000.0,4.0,3.0,2,150.0,157.0,0.1851566371194186,0.0379746835443038,0.010638297872340424,0.05263157894736842,4.257144073469735e-05,0.0001333334472935447,rumah mewah 2 lantai ngaglik dekat kampus ugm,ngaglik sleman,rumah mewah 2 lantai ngaglik dekat kampus ugm lokasi ngaglik sleman yogyakarta hubung,rumah dekat sekolah
Home Stay Di Jakal Konsep Modern Clasic Dekat Kampus Uii,"Ngaglik, Sleman",25000000000.0,4.0,2.0,2,250.0,180.0,0.024990865545839944,0.0379746835443038,0.005319148936170213,0.05263157894736842,7.114287746939356e-05,0.0001529915837534904,home stay jakal konsep modern clasic dekat kampus uii,ngaglik sleman,home stay jakal konsep modern clasic dekat kampus uii lokasi jalan kaliurang sleman yogyakarta,rumah full furnished dekat sekolah dekat landmark
Rumah Classic Modern Di Gamping Dekat Ring Road Barat Jogja,"Gamping, Sleman",299000000000.0,4.0,4.0,2,134.0,154.0,0.2992747493655934,0.0379746835443038,0.015957446808510637,0.05263157894736842,3.800001085714596e-05,0.0001307693425378996,rumah classic modern gamping dekat ring road barat jogja,gamping sleman,rumah classic modern gamping dekat ring road barat jogja lokasi gamping sleman yogyakarta,rumah dekat sekolah
"Rumah Mewah 2 Lt Dijual Murah Di Padma Residence, Bantul","Kasihan, Bantul",157000000000.0,4.0,3.0,2,128.0,250.0,0.15712762709404235,0.0379746835443038,0.010638297872340424,0.05263157894736842,3.628572465306419e-05,0.0002128206947185425,rumah mewah 2 lt jual murah padma residence bantul,kasihan bantul,rumah mewah 2 lt jual murah padma residence bantul lokasi bangunjiwo kec kasihan kabupaten,rumah full furnished dekat sekolah
Rumah Mewah 2 Lantai Modern Dengan Kolam Renang Dalam Perumahan 6 Unit Dekat Kuliner Jejamuran Dan Sch Mall,"Sleman, Sleman",321000000000.0,5.0,5.0,2,158.0,180.0,0.32129754295696045,0.05063291139240507,0.02127659574468085,0.05263157894736842,4.485715567347305e-05,0.0001529915837534904,rumah mewah 2 lantai modern kolam renang rumah 6 unit dekat kuliner jejamuran sch mall,sleman sleman,rumah mewah 2 lantai modern kolam renang rumah 6 unit dekat kuliner jejamuran dan,rumah dekat tempat ibadah
"Dijual Rumah Induk Plus Kost 30 Kamar,hook, 2 Lantai, Dekat Kampus Kampus, di Babarsari, Yogyakarta","Depok, Sleman",9000000000.0,36.0,11.0,1,416.0,800.0,0.008974288388482079,0.4430379746835443,0.05319148936170213,0.0,0.00011857146244898927,0.000682906566586809,jual rumah induk plus kost 30 kamar hook 2 lantai dekat kampus kampus babarsari yogyakarta,depok sleman,jual rumah induk plus kost 30 kamar hook dekat kampus kampus babarsari yogyakarta lokasi,rumah dekat sekolah
Rumah Mewah Dekat Kampus Mercu Buanan Full Furnished Sedayu Bantul,"Sedayu, Bantul",385000000.0,2.0,1.0,1,80.0,36.0,0.0003503626253172033,0.012658227848101266,0.0,0.0,2.2571435020410005e-05,2.991455548252605e-05,rumah mewah dekat kampus mercu buanan full furnished dayu bantul,dayu bantul,rumah mewah dekat kampus mercu buanan full furnished dayu bantul rumah paling murah dekat citra,rumah full furnished dekat sekolah dekat landmark
Jual Rumah American Classic Timur Candi Prambanan Dan Utara Hotel Galuh,"Prambanan, Sleman",610000000.0,2.0,1.0,1,90.0,36.0,0.0005755957415925483,0.012658227848101266,0.0,0.0,2.5428578693879628e-05,2.991455548252605e-05,jual rumah american classic timur candi prambanan utara hotel galuh,prambanan sleman,jual rumah american classic timur candi prambanan utara hotel galuh spesifikasi luas tanah,rumah dekat akses transportasi dekat tempat wisata dekat tempat ibadah
Rumah Cantik Murah Dalam Perumahan,"Ngaglik, Sleman",575000000.0,2.0,1.0,1,73.0,73.0,0.0005405594790608279,0.012658227848101266,0.0,0.0,2.0571434448981273e-05,6.153851413548217e-05,rumah cantik murah rumah,ngaglik sleman,rumah cantik murah rumah taram ngaglik sleman dekat pasar gentan spesifikasi luas,rumah dekat pusat belanja dekat sekolah
"Dijual Rumah1 Lantai, Hook, Sisa Tanah Luas, Dekat Ugm, Dalam Ringroad Yogyakarta","Depok, Sleman",75000000000.0,6.0,2.0,5,450.0,250.0,0.07504266916258327,0.06329113924050633,0.005319148936170213,0.21052631578947367,0.000128285750938786,0.0002128206947185425,jual rumah1 lantai hook sisa tanah luas dekat ugm ringroad yogyakarta,depok sleman,jual rumah1 lantai hook sisa tanah luas dekat ugm ringroad yogyakarta lokasi depok,rumah dekat sekolah
Rumah Dan Kos Siap Huni di Condongcatur Dekat Kampus Uii Ekonomi,"Condong Catur, Sleman",7000000000.0,4.0,3.0,1,550.0,550.0,0.006972216243812345,0.0379746835443038,0.010638297872340424,0.0,0.00015685718767348222,0.0004692311702830515,rumah kos siap huni condongcatur dekat kampus uii ekonomi,condong catur sleman,investasi properti hasil profit yuk cek kode 914 magnet kawasan 3 menit,rumah siap huni dekat sekolah
Rumah Cantik Di Cluster Modern Dekat Smp 3 Ngaglik Sleman,"Ngaglik, Sleman",850000000.0,3.0,2.0,2,120.0,60.0,0.0008158443989529163,0.025316455696202535,0.005319148936170213,0.05263157894736842,3.400000971428849e-05,5.042739352768678e-05,rumah cantik cluster modern dekat smp 3 ngaglik sleman,ngaglik sleman,rumah cantik cluster modern dekat smp 3 ngaglik sleman jarang rumah cantik modern paling,rumah dekat sekolah dekat tempat wisata
Rumah Baru Putih Klasik Modern,"Sleman, Sleman",700000000.0,3.0,2.0,1,99.0,75.0,0.0006656889881026863,0.025316455696202535,0.005319148936170213,0.0,2.8000008000002285e-05,6.324791730591223e-05,rumah baru putih klasik modern,sleman sleman,rumah baru putih klasik modern jalan kaliurang km 9 dekat pasar gentan spesifikasi type 75,rumah dekat pusat belanja dekat sekolah dekat landmark
Rumah Baru SHM di Sidokarto Godean Sleman,"Godean, Sleman",625000000.0,3.0,1.0,1,100.0,70.0,0.0005906112826775712,0.025316455696202535,0.0,0.0,2.8285722367349247e-05,5.897440937983708e-05,rumah baru shm sidokarto godean sleman,godean sleman,jual rumah baru siap huni jln godean km 8 5 selatan sidokarto godean sleman luas tanah,rumah siap huni
Rumah Murah 2 Lantai Konsep Modern Siap Huni Strategis,"Ngaglik, Sleman",135000000000.0,3.0,3.0,2,100.0,120.0,0.13510483350267527,0.025316455696202535,0.010638297872340424,0.05263157894736842,2.8285722367349247e-05,0.00010170948864058859,rumah murah 2 lantai konsep modern siap huni strategis,ngaglik sleman,jual rumah 2 lantai jl palagan km 9 letak kawasan prestisius kota jogja kawasan sejuk,rumah siap huni dekat pusat belanja dekat sekolah
Rumah Cantik 2 Lantai Modern Scandinavian Dalam Perumahan Di Jalan Palagan Km 10 Ngaglik Sleman,"Ngaglik, Sleman",16000000000.0,5.0,4.0,2,166.0,149.0,0.015981540894826146,0.05063291139240507,0.015957446808510637,0.05263157894736842,4.714287061224875e-05,0.00012649583461182446,rumah cantik 2 lantai modern scandinavian rumah jalan palagan km 10 ngaglik sleman,ngaglik sleman,rumah cantik 2 lantai modern rumah jalan palagan km 10 ngaglik sleman harga 1 6 milyar,rumah
Rumah Modern Furnish Dijual di Jl Tajem Maguwo,"Kalasan, Sleman",17000000000.0,3.0,3.0,1,113.0,125.0,0.01698257696716101,0.025316455696202535,0.010638297872340424,0.0,3.2000009142859753e-05,0.00010598299656666373,rumah modern furnish jual jl tajem maguwo,kalas sleman,rumah modern furnish jual jl tajem maguwo jual tanah mang aspal utara stadion maguwoharjo,rumah full furnished siap huni dekat tempat wisata
